"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Total population!!Male","SEX AND AGE!!Total population!!Female","SEX AND AGE!!Total population!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!Under 5 years","SEX AND AGE!!Total population!!5 to 9 years","SEX AND AGE!!Total population!!10 to 14 years","SEX AND AGE!!Total population!!15 to 19 years","SEX AND AGE!!Total population!!20 to 24 years","SEX AND AGE!!Total population!!25 to 34 years","SEX AND AGE!!Total population!!35 to 44 years","SEX AND AGE!!Total population!!45 to 54 years","SEX AND AGE!!Total population!!55 to 59 years","SEX AND AGE!!Total population!!60 to 64 years","SEX AND AGE!!Total population!!65 to 74 years","SEX AND AGE!!Total population!!75 to 84 years","SEX AND AGE!!Total population!!85 years and over","SEX AND AGE!!Total population!!Median age (years)","SEX AND AGE!!Total population!!Under 18 years","SEX AND AGE!!Total population!!16 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!21 years and over","SEX AND AGE!!Total population!!62 years and over","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!18 years and over","SEX AND AGE!!Total population!!18 years and over!!Male","SEX AND AGE!!Total population!!18 years and over!!Female","SEX AND AGE!!Total population!!18 years and over!!Sex ratio (males per 100 females)","SEX AND AGE!!Total population!!65 years and over","SEX AND AGE!!Total population!!65 years and over!!Male","SEX AND AGE!!Total population!!65 years and over!!Female","SEX AND AGE!!Total population!!65 years and over!!Sex ratio (males per 100 females)","RACE","RACE!!Total population","RACE!!Total population!!One race","RACE!!Total population!!Two or more races","RACE!!Total population!!One race","RACE!!Total population!!One race!!White","RACE!!Total population!!One race!!Black or African American","RACE!!Total population!!One race!!American Indian and Alaska Native","RACE!!Total population!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!Total population!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!Total population!!One race!!Asian","RACE!!Total population!!One race!!Asian!!Asian Indian","RACE!!Total population!!One race!!Asian!!Chinese","RACE!!Total population!!One race!!Asian!!Filipino","RACE!!Total population!!One race!!Asian!!Japanese","RACE!!Total population!!One race!!Asian!!Korean","RACE!!Total population!!One race!!Asian!!Vietnamese","RACE!!Total population!!One race!!Asian!!Other Asian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Chamorro","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!Total population!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!Total population!!One race!!Some other race","RACE!!Total population!!Two or more races","RACE!!Total population!!Two or more races!!White and Black or African American","RACE!!Total population!!Two or more races!!White and American Indian and Alaska Native","RACE!!Total population!!Two or more races!!White and Asian","RACE!!Total population!!Two or more races!!Black or African American and American Indian and Alaska Native","Race alone or in combination with one or more other races","Race alone or in combination with one or more other races!!Total population","Race alone or in combination with one or more other races!!Total population!!White","Race alone or in combination with one or more other races!!Total population!!Black or African American","Race alone or in combination with one or more other races!!Total population!!American Indian and Alaska Native","Race alone or in combination with one or more other races!!Total population!!Asian","Race alone or in combination with one or more other races!!Total population!!Native Hawaiian and Other Pacific Islander","Race alone or in combination with one or more other races!!Total population!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Total population!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","Total housing units","CITIZEN, VOTING AGE POPULATION","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Male","CITIZEN, VOTING AGE POPULATION!!Citizen, 18 and over population!!Female"
"    Percent","","29,527,941","49.9%","50.1%","(X)","6.4%","7.0%","7.5%","7.2%","6.8%","14.4%","14.0%","12.3%","5.7%","5.5%","8.2%","3.7%","1.2%","(X)","25.3%","77.7%","74.7%","70.6%","16.4%","13.2%","22,071,394","49.5%","50.5%","(X)","3,892,411","45.2%","54.8%","(X)","","29,527,941","76.1%","23.9%","76.1%","47.9%","11.9%","0.8%","0.0%","0.0%","0.0%","0.0%","5.3%","1.7%","0.8%","0.4%","0.1%","0.3%","1.0%","1.0%","0.1%","0.0%","0.0%","0.0%","0.0%","10.2%","23.9%","0.8%","0.8%","0.6%","0.1%","","29,527,941","70.9%","13.7%","2.4%","6.3%","0.2%","31.4%","","29,527,941","40.2%","32.9%","0.9%","0.4%","6.0%","59.8%","39.4%","11.6%","0.2%","5.1%","0.1%","0.4%","3.1%","0.7%","2.4%","(X)","","19,375,866","49.2%","50.8%"
"Utah","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","3,337,975","1,694,770","1,643,205","103.1","234,281","264,290","277,848","270,529","280,300","485,796","467,144","358,090","155,329","156,248","241,839","108,642","37,639","31.8","945,457","2,507,029","2,392,518","2,234,764","480,934","388,120","2,392,518","1,204,293","1,188,225","101.4","388,120","183,193","204,927","89.4","","3,337,975","3,021,098","316,877","3,021,098","2,647,741","35,982","32,622","777","49","12,575","172","84,056","10,816","16,017","10,090","6,660","5,731","10,111","24,631","28,855","2,211","1,279","7,849","17,516","191,842","316,877","16,994","30,256","36,218","1,436","","3,337,975","2,949,899","69,900","84,484","134,220","54,571","393,436","","3,337,975","493,639","338,842","11,341","4,936","138,520","2,844,336","2,537,421","33,238","19,496","82,121","28,064","13,705","130,291","31,540","98,751","1,190,154","","2,251,328","1,127,660","1,123,668"
"    Percent","","3,337,975","50.8%","49.2%","(X)","7.0%","7.9%","8.3%","8.1%","8.4%","14.6%","14.0%","10.7%","4.7%","4.7%","7.2%","3.3%","1.1%","(X)","28.3%","75.1%","71.7%","66.9%","14.4%","11.6%","2,392,518","50.3%","49.7%","(X)","388,120","47.2%","52.8%","(X)","","3,337,975","90.5%","9.5%","90.5%","79.3%","1.1%","1.0%","0.0%","0.0%","0.4%","0.0%","2.5%","0.3%","0.5%","0.3%","0.2%","0.2%","0.3%","0.7%","0.9%","0.1%","0.0%","0.2%","0.5%","5.7%","9.5%","0.5%","0.9%","1.1%","0.0%","","3,337,975","88.4%","2.1%","2.5%","4.0%","1.6%","11.8%","","3,337,975","14.8%","10.2%","0.3%","0.1%","4.1%","85.2%","76.0%","1.0%","0.6%","2.5%","0.8%","0.4%","3.9%","0.9%","3.0%","(X)","","2,251,328","50.1%","49.9%"
"Vermont","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","645,570","320,293","325,277","98.5","27,160","30,530","37,604","41,810","45,761","76,472","78,268","77,822","46,986","49,984","82,361","36,980","13,832","42.9","116,767","542,827","528,803","497,878","163,429","133,173","528,803","260,066","268,737","96.8","133,173","62,475","70,698","88.4","","645,570","612,430","33,140","612,430","588,142","7,120","1,234","N","N","N","N","11,345","2,132","2,161","790","593","927","628","4,114","101","N","N","N","N","4,488","33,140","2,799","8,468","3,999","755","","645,570","619,150","12,965","11,990","15,970","588","20,085","","645,570","13,206","4,026","1,649","668","6,863","632,364","585,062","6,745","1,095","11,315","101","1,935","26,111","8,719","17,392","336,747","","518,387","255,710","262,677"
"    Percent","","645,570","49.6%","50.4%","(X)","4.2%","4.7%","5.8%","6.5%","7.1%","11.8%","12.1%","12.1%","7.3%","7.7%","12.8%","5.7%","2.1%","(X)","18.1%","84.1%","81.9%","77.1%","25.3%","20.6%","528,803","49.2%","50.8%","(X)","133,173","46.9%","53.1%","(X)","","645,570","94.9%","5.1%","94.9%","91.1%","1.1%","0.2%","N","N","N","N","1.8%","0.3%","0.3%","0.1%","0.1%","0.1%","0.1%","0.6%","0.0%","N","N","N","N","0.7%","5.1%","0.4%","1.3%","0.6%","0.1%","","645,570","95.9%","2.0%","1.9%","2.5%","0.1%","3.1%","","645,570","2.0%","0.6%","0.3%","0.1%","1.1%","98.0%","90.6%","1.0%","0.2%","1.8%","0.0%","0.3%","4.0%","1.4%","2.7%","(X)","","518,387","49.3%","50.7%"
"Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","8,642,274","4,273,931","4,368,343","97.8","480,992","514,219","559,020","570,825","574,546","1,156,787","1,178,430","1,079,930","558,828","562,217","855,903","403,700","146,877","38.8","1,881,818","6,980,718","6,760,456","6,397,867","1,735,471","1,406,480","6,760,456","3,308,083","3,452,373","95.8","1,406,480","629,524","776,956","81.0","","8,642,274","7,818,991","823,283","7,818,991","5,251,112","1,587,833","37,018","1,245","993","889","144","586,231","152,826","76,574","80,289","11,315","74,185","59,610","131,432","8,330","1,720","3,324","1,887","1,399","348,467","823,283","134,427","69,591","102,465","18,453","","8,642,274","5,994,739","1,828,776","176,135","736,940","26,170","790,465","","8,642,274","879,350","196,543","109,439","20,300","553,068","7,762,924","5,119,655","1,558,523","11,957","582,233","7,367","52,950","430,239","69,732","360,507","3,652,329","","6,354,439","3,104,501","3,249,938"
"    Percent","","8,642,274","49.5%","50.5%","(X)","5.6%","6.0%","6.5%","6.6%","6.6%","13.4%","13.6%","12.5%","6.5%","6.5%","9.9%","4.7%","1.7%","(X)","21.8%","80.8%","78.2%","74.0%","20.1%","16.3%","6,760,456","48.9%","51.1%","(X)","1,406,480","44.8%","55.2%","(X)","","8,642,274","90.5%","9.5%","90.5%","60.8%","18.4%","0.4%","0.0%","0.0%","0.0%","0.0%","6.8%","1.8%","0.9%","0.9%","0.1%","0.9%","0.7%","1.5%","0.1%","0.0%","0.0%","0.0%","0.0%","4.0%","9.5%","1.6%","0.8%","1.2%","0.2%","","8,642,274","69.4%","21.2%","2.0%","8.5%","0.3%","9.1%","","8,642,274","10.2%","2.3%","1.3%","0.2%","6.4%","89.8%","59.2%","18.0%","0.1%","6.7%","0.1%","0.6%","5.0%","0.8%","4.2%","(X)","","6,354,439","48.9%","51.1%"
"Washington","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","7,738,692","3,897,320","3,841,372","101.5","432,524","467,851","492,114","463,399","481,655","1,165,183","1,100,352","927,446","466,800","489,728","781,030","347,147","123,463","38.2","1,675,782","6,250,868","6,062,910","5,786,705","1,543,873","1,251,640","6,062,910","3,038,786","3,024,124","100.5","1,251,640","577,356","674,284","85.6","","7,738,692","6,782,025","956,667","6,782,025","5,139,448","308,785","100,624","1,464","1,389","2,149","1,379","732,701","155,851","173,693","111,429","30,715","62,731","89,077","109,205","54,556","8,025","10,886","17,348","18,297","445,911","956,667","91,637","113,273","150,049","8,209","","7,738,692","6,043,274","457,780","274,352","950,527","109,687","952,577","","7,738,692","1,059,156","801,325","41,412","14,159","202,260","6,679,536","4,976,134","298,542","61,838","724,080","52,803","51,819","514,320","96,700","417,620","3,257,140","","5,529,508","2,766,294","2,763,214"
"    Percent","","7,738,692","50.4%","49.6%","(X)","5.6%","6.0%","6.4%","6.0%","6.2%","15.1%","14.2%","12.0%","6.0%","6.3%","10.1%","4.5%","1.6%","(X)","21.7%","80.8%","78.3%","74.8%","20.0%","16.2%","6,062,910","50.1%","49.9%","(X)","1,251,640","46.1%","53.9%","(X)","","7,738,692","87.6%","12.4%","87.6%","66.4%","4.0%","1.3%","0.0%","0.0%","0.0%","0.0%","9.5%","2.0%","2.2%","1.4%","0.4%","0.8%","1.2%","1.4%","0.7%","0.1%","0.1%","0.2%","0.2%","5.8%","12.4%","1.2%","1.5%","1.9%","0.1%","","7,738,692","78.1%","5.9%","3.5%","12.3%","1.4%","12.3%","","7,738,692","13.7%","10.4%","0.5%","0.2%","2.6%","86.3%","64.3%","3.9%","0.8%","9.4%","0.7%","0.7%","6.6%","1.2%","5.4%","(X)","","5,529,508","50.0%","50.0%"
"West Virginia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","1,782,959","887,360","895,599","99.1","88,784","97,530","110,454","108,222","112,530","201,957","222,511","222,071","120,035","130,090","226,586","106,368","35,821","42.8","361,392","1,465,755","1,421,567","1,352,112","449,103","368,775","1,421,567","702,021","719,546","97.6","368,775","170,052","198,723","85.6","","1,782,959","1,693,936","89,023","1,693,936","1,617,386","50,770","2,277","N","N","N","N","14,106","2,003","2,793","2,412","852","1,097","2,004","2,945","491","N","N","N","N","8,906","89,023","19,963","26,265","4,937","346","","1,782,959","1,704,440","76,807","32,658","20,932","1,188","42,257","","1,782,959","30,350","10,905","5,345","895","13,205","1,752,609","1,611,007","50,305","1,858","13,998","491","3,181","71,769","17,349","54,420","858,462","","1,408,767","694,950","713,817"
"    Percent","","1,782,959","49.8%","50.2%","(X)","5.0%","5.5%","6.2%","6.1%","6.3%","11.3%","12.5%","12.5%","6.7%","7.3%","12.7%","6.0%","2.0%","(X)","20.3%","82.2%","79.7%","75.8%","25.2%","20.7%","1,421,567","49.4%","50.6%","(X)","368,775","46.1%","53.9%","(X)","","1,782,959","95.0%","5.0%","95.0%","90.7%","2.8%","0.1%","N","N","N","N","0.8%","0.1%","0.2%","0.1%","0.0%","0.1%","0.1%","0.2%","0.0%","N","N","N","N","0.5%","5.0%","1.1%","1.5%","0.3%","0.0%","","1,782,959","95.6%","4.3%","1.8%","1.2%","0.1%","2.4%","","1,782,959","1.7%","0.6%","0.3%","0.1%","0.7%","98.3%","90.4%","2.8%","0.1%","0.8%","0.0%","0.2%","4.0%","1.0%","3.1%","(X)","","1,408,767","49.3%","50.7%"
"Wisconsin","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","5,895,908","2,955,249","2,940,659","100.5","315,264","344,082","384,146","388,505","387,572","737,899","747,903","702,240","413,935","420,115","647,116","291,699","115,432","40.1","1,274,605","4,773,326","4,621,303","4,382,920","1,300,106","1,054,247","4,621,303","2,298,443","2,322,860","98.9","1,054,247","488,506","565,741","86.3","","5,895,908","5,458,553","437,355","5,458,553","4,732,002","364,138","42,107","651","10,864","290","241","175,743","36,438","23,018","13,991","2,004","6,252","5,418","88,622","752","N","N","N","N","143,811","437,355","58,974","54,052","34,181","3,634","","5,895,908","5,150,413","450,872","117,368","217,403","6,263","414,759","","5,895,908","441,323","298,280","69,917","6,923","66,203","5,454,585","4,656,345","357,639","30,853","173,879","752","21,745","213,372","57,289","156,083","2,748,274","","4,480,576","2,226,041","2,254,535"
"    Percent","","5,895,908","50.1%","49.9%","(X)","5.3%","5.8%","6.5%","6.6%","6.6%","12.5%","12.7%","11.9%","7.0%","7.1%","11.0%","4.9%","2.0%","(X)","21.6%","81.0%","78.4%","74.3%","22.1%","17.9%","4,621,303","49.7%","50.3%","(X)","1,054,247","46.3%","53.7%","(X)","","5,895,908","92.6%","7.4%","92.6%","80.3%","6.2%","0.7%","0.0%","0.2%","0.0%","0.0%","3.0%","0.6%","0.4%","0.2%","0.0%","0.1%","0.1%","1.5%","0.0%","N","N","N","N","2.4%","7.4%","1.0%","0.9%","0.6%","0.1%","","5,895,908","87.4%","7.6%","2.0%","3.7%","0.1%","7.0%","","5,895,908","7.5%","5.1%","1.2%","0.1%","1.1%","92.5%","79.0%","6.1%","0.5%","2.9%","0.0%","0.4%","3.6%","1.0%","2.6%","(X)","","4,480,576","49.7%","50.3%"
"Wyoming","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","578,803","296,007","282,796","104.7","30,233","36,056","41,288","40,161","35,717","70,511","80,122","65,531","33,776","41,586","66,418","26,372","11,032","39.0","131,529","461,622","447,274","425,155","128,172","103,822","447,274","228,117","219,157","104.1","103,822","50,609","53,213","95.1","","578,803","531,686","47,117","531,686","489,477","6,687","10,356","212","149","50","558","5,020","919","938","1,397","279","311","282","894","96","N","N","N","N","20,050","47,117","1,336","11,281","3,374","101","","578,803","536,008","9,062","24,513","9,056","861","49,386","","578,803","61,090","43,678","1,458","276","15,678","517,713","472,006","5,692","9,334","4,708","96","3,930","21,947","6,523","15,424","274,373","","436,049","221,939","214,110"
"    Percent","","578,803","51.1%","48.9%","(X)","5.2%","6.2%","7.1%","6.9%","6.2%","12.2%","13.8%","11.3%","5.8%","7.2%","11.5%","4.6%","1.9%","(X)","22.7%","79.8%","77.3%","73.5%","22.1%","17.9%","447,274","51.0%","49.0%","(X)","103,822","48.7%","51.3%","(X)","","578,803","91.9%","8.1%","91.9%","84.6%","1.2%","1.8%","0.0%","0.0%","0.0%","0.1%","0.9%","0.2%","0.2%","0.2%","0.0%","0.1%","0.0%","0.2%","0.0%","N","N","N","N","3.5%","8.1%","0.2%","1.9%","0.6%","0.0%","","578,803","92.6%","1.6%","4.2%","1.6%","0.1%","8.5%","","578,803","10.6%","7.5%","0.3%","0.0%","2.7%","89.4%","81.5%","1.0%","1.6%","0.8%","0.0%","0.7%","3.8%","1.1%","2.7%","(X)","","436,049","50.9%","49.1%"
"Puerto Rico","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Estimate","","3,263,584","1,543,991","1,719,593","89.8","103,841","150,197","176,442","205,814","225,881","402,204","400,607","415,974","220,356","221,782","384,163","259,065","97,258","44.1","545,788","2,794,959","2,717,796","2,574,430","865,784","740,486","2,717,796","1,267,414","1,450,382","87.4","740,486","320,068","420,418","76.1","","3,263,584","2,096,414","1,167,170","2,096,414","914,840","200,391","6,340","N","N","N","N","6,615","N","N","N","N","N","N","N","84","N","N","N","N","968,144","1,167,170","29,490","601","530","823","","3,263,584","1,967,103","436,295","72,928","9,382","979","2,098,760","","3,263,584","3,239,060","6,062","3,128,427","10,041","94,530","24,524","14,809","4,219","0","1,608","0","2,305","1,583","817","766","1,526,801","","2,674,230","1,246,100","1,428,130"
"    Percent","","3,263,584","47.3%","52.7%","(X)","3.2%","4.6%","5.4%","6.3%","6.9%","12.3%","12.3%","12.7%","6.8%","6.8%","11.8%","7.9%","3.0%","(X)","16.7%","85.6%","83.3%","78.9%","26.5%","22.7%","2,717,796","46.6%","53.4%","(X)","740,486","43.2%","56.8%","(X)","","3,263,584","64.2%","35.8%","64.2%","28.0%","6.1%","0.2%","N","N","N","N","0.2%","N","N","N","N","N","N","N","0.0%","N","N","N","N","29.7%","35.8%","0.9%","0.0%","0.0%","0.0%","","3,263,584","60.3%","13.4%","2.2%","0.3%","0.0%","64.3%","","3,263,584","99.2%","0.2%","95.9%","0.3%","2.9%","0.8%","0.5%","0.1%","0.0%","0.0%","0.0%","0.1%","0.0%","0.0%","0.0%","(X)","","2,674,230","46.6%","53.4%"
