"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","Population 18 to 24 years","Population 18 to 24 years!!Less than high school graduate","Population 18 to 24 years!!High school graduate (includes equivalency)","Population 18 to 24 years!!Some college or associate's degree","Population 18 to 24 years!!Bachelor's degree or higher","Population 25 years and over","Population 25 years and over!!Less than 9th grade","Population 25 years and over!!9th to 12th grade, no diploma","Population 25 years and over!!High school graduate (includes equivalency)","Population 25 years and over!!Some college, no degree","Population 25 years and over!!Associate's degree","Population 25 years and over!!Bachelor's degree","Population 25 years and over!!Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","Population 25 to 34 years!!High school graduate or higher","Population 25 to 34 years!!Bachelor's degree or higher","Population 35 to 44 years","Population 35 to 44 years!!High school graduate or higher","Population 35 to 44 years!!Bachelor's degree or higher","Population 45 to 64 years","Population 45 to 64 years!!High school graduate or higher","Population 45 to 64 years!!Bachelor's degree or higher","Population 65 years and over","Population 65 years and over!!High school graduate or higher","Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","White alone, not Hispanic or Latino","White alone, not Hispanic or Latino!!High school graduate or higher","White alone, not Hispanic or Latino!!Bachelor's degree or higher","Black alone","Black alone!!High school graduate or higher","Black alone!!Bachelor's degree or higher","American Indian or Alaska Native alone","American Indian or Alaska Native alone!!High school graduate or higher","American Indian or Alaska Native alone!!Bachelor's degree or higher","Asian alone","Asian alone!!High school graduate or higher","Asian alone!!Bachelor's degree or higher","Native Hawaiian and Other Pacific Islander alone","Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","Some other race alone","Some other race alone!!High school graduate or higher","Some other race alone!!Bachelor's degree or higher","Two or more races","Two or more races!!High school graduate or higher","Two or more races!!Bachelor's degree or higher","Hispanic or Latino Origin","Hispanic or Latino Origin!!High school graduate or higher","Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2017 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Estimate","","(X)","10.5%","30.9%","48.0%","10.6%","(X)","9.2%","7.5%","20.8%","21.1%","7.8%","21.1%","12.6%","83.3%","33.6%","(X)","89.6%","36.3%","(X)","83.3%","36.5%","(X)","81.4%","31.8%","(X)","80.0%","31.3%","","(X)","86.2%","34.9%","(X)","95.0%","43.9%","(X)","89.6%","25.6%","(X)","77.2%","13.7%","(X)","87.5%","52.5%","(X)","87.5%","20.8%","(X)","60.8%","10.1%","(X)","89.3%","34.6%","(X)","64.8%","13.0%","","21.6%","13.8%","9.5%","5.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,959,452","242,202","658,875","887,559","170,816","13,058,109","1,150,285","1,044,728","2,804,668","2,766,398","929,539","2,693,031","1,669,460","(X)","(X)","3,100,572","2,734,197","1,014,214","2,632,867","2,166,321","895,892","4,881,243","3,955,251","1,543,078","2,443,427","2,007,327","909,307","","8,003,959","6,870,831","2,818,036","5,558,568","5,266,202","2,492,972","749,693","666,173","175,244","104,691","81,652","13,105","1,936,827","1,734,421","1,042,573","49,699","44,026","10,143","1,772,912","1,074,075","159,893","440,328","391,918","143,497","4,445,921","2,853,002","520,143","","(X)","(X)","(X)","(X)","","46,625","26,876","35,362","45,303","71,972","101,525"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.4%","33.6%","45.3%","8.7%","(X)","8.8%","8.0%","21.5%","21.2%","7.1%","20.6%","12.8%","83.2%","33.4%","(X)","88.2%","32.7%","(X)","82.3%","34.0%","(X)","81.0%","31.6%","(X)","82.2%","37.2%","","(X)","85.8%","35.2%","(X)","94.7%","44.8%","(X)","88.9%","23.4%","(X)","78.0%","12.5%","(X)","89.5%","53.8%","(X)","88.6%","20.4%","(X)","60.6%","9.0%","(X)","89.0%","32.6%","(X)","64.2%","11.7%","","17.9%","11.6%","8.1%","4.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,840,542","157,353","515,217","935,760","232,212","13,621,164","1,309,708","944,581","2,736,514","2,875,483","1,141,122","2,923,418","1,690,338","(X)","(X)","2,917,653","2,656,003","1,167,721","2,600,010","2,190,733","1,014,044","5,042,111","4,123,453","1,616,809","3,061,390","2,396,686","815,182","","8,201,893","7,099,075","2,833,226","5,670,063","5,402,673","2,433,788","803,630","725,624","221,695","103,118","78,751","15,362","2,297,272","1,971,316","1,178,726","54,354","47,069","11,464","1,719,546","1,049,942","191,712","441,351","395,098","161,571","4,475,524","2,925,716","638,775","","(X)","(X)","(X)","(X)","","35,640","17,580","25,482","32,019","51,180","72,229"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","8.5%","28.0%","50.8%","12.6%","(X)","9.6%","6.9%","20.1%","21.1%","8.4%","21.5%","12.4%","83.5%","33.9%","(X)","91.0%","40.0%","(X)","84.3%","39.0%","(X)","81.8%","32.1%","(X)","78.3%","26.6%","","(X)","86.6%","34.5%","(X)","95.3%","42.9%","(X)","90.3%","27.6%","(X)","76.4%","14.9%","(X)","85.8%","51.3%","(X)","86.6%","21.1%","(X)","61.1%","11.1%","(X)","89.5%","36.6%","(X)","65.4%","14.3%","","25.0%","16.0%","10.8%","5.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Colorado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","522,727","59,021","168,994","229,538","65,174","3,822,068","129,351","190,285","815,595","798,831","313,309","994,894","579,803","(X)","(X)","867,170","804,127","366,950","762,156","686,586","337,370","1,419,043","1,307,782","572,582","773,699","703,937","297,795","","3,293,204","3,060,036","1,411,798","2,796,851","2,694,144","1,327,941","146,066","132,871","41,187","39,748","34,072","7,109","118,758","99,611","62,248","4,459","4,270","1,504","130,641","90,990","18,104","89,192","80,582","32,747","670,114","491,234","107,622","","(X)","(X)","(X)","(X)","","42,324","26,069","32,385","37,835","52,074","67,553"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.3%","32.3%","43.9%","12.5%","(X)","3.4%","5.0%","21.3%","20.9%","8.2%","26.0%","15.2%","91.6%","41.2%","(X)","92.7%","42.3%","(X)","90.1%","44.3%","(X)","92.2%","40.3%","(X)","91.0%","38.5%","","(X)","92.9%","42.9%","(X)","96.3%","47.5%","(X)","91.0%","28.2%","(X)","85.7%","17.9%","(X)","83.9%","52.4%","(X)","95.8%","33.7%","(X)","69.6%","13.9%","(X)","90.3%","36.7%","(X)","73.3%","16.1%","","19.4%","11.5%","8.9%","4.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","273,800","34,499","95,244","117,094","26,963","1,898,797","66,752","99,503","425,029","396,421","140,223","484,314","286,555","(X)","(X)","449,737","414,279","169,888","392,771","350,088","157,759","703,081","644,242","279,706","353,208","323,933","163,516","","1,636,220","1,512,466","692,800","1,386,422","1,331,924","653,504","78,153","70,476","21,095","19,075","15,464","2,522","53,115","45,800","30,408","1,787","1,680","435","66,654","47,388","8,134","43,793","39,268","15,475","337,075","243,303","50,102","","(X)","(X)","(X)","(X)","","50,617","30,979","37,229","46,067","65,419","86,844"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.6%","34.8%","42.8%","9.8%","(X)","3.5%","5.2%","22.4%","20.9%","7.4%","25.5%","15.1%","91.2%","40.6%","(X)","92.1%","37.8%","(X)","89.1%","40.2%","(X)","91.6%","39.8%","(X)","91.7%","46.3%","","(X)","92.4%","42.3%","(X)","96.1%","47.1%","(X)","90.2%","27.0%","(X)","81.1%","13.2%","(X)","86.2%","57.2%","(X)","94.0%","24.3%","(X)","71.1%","12.2%","(X)","89.7%","35.3%","(X)","72.2%","14.9%","","17.0%","10.0%","6.9%","4.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","248,927","24,522","73,750","112,444","38,211","1,923,271","62,599","90,782","390,566","402,410","173,086","510,580","293,248","(X)","(X)","417,433","389,848","197,062","369,385","336,498","179,611","715,962","663,540","292,876","420,491","380,004","134,279","","1,656,984","1,547,570","718,998","1,410,429","1,362,220","674,437","67,913","62,395","20,092","20,673","18,608","4,587","65,643","53,811","31,840","2,672","2,590","1,069","63,987","43,602","9,970","45,399","41,314","17,272","333,039","247,931","57,520","","(X)","(X)","(X)","(X)","","36,448","19,923","27,251","31,309","43,320","55,136"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","9.9%","29.6%","45.2%","15.4%","(X)","3.3%","4.7%","20.3%","20.9%","9.0%","26.5%","15.2%","92.0%","41.8%","(X)","93.4%","47.2%","(X)","91.1%","48.6%","(X)","92.7%","40.9%","(X)","90.4%","31.9%","","(X)","93.4%","43.4%","(X)","96.6%","47.8%","(X)","91.9%","29.6%","(X)","90.0%","22.2%","(X)","82.0%","48.5%","(X)","96.9%","40.0%","(X)","68.1%","15.6%","(X)","91.0%","38.0%","(X)","74.4%","17.3%","","21.9%","13.0%","10.6%","4.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Connecticut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","352,052","37,246","99,162","155,566","60,078","2,493,854","102,064","137,225","676,911","411,854","201,193","533,791","430,816","(X)","(X)","444,141","408,392","188,577","421,380","387,994","185,306","1,027,239","940,251","394,648","601,094","517,928","196,076","","1,965,707","1,817,713","816,852","1,772,594","1,673,232","777,516","245,862","213,115","48,871","7,322","6,148","1,853","113,851","101,183","72,960","N","N","N","115,463","76,800","11,743","45,285","39,300","12,328","330,633","236,652","52,982","","(X)","(X)","(X)","(X)","","48,506","25,393","34,473","42,231","61,520","80,966"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.6%","28.2%","44.2%","17.1%","(X)","4.1%","5.5%","27.1%","16.5%","8.1%","21.4%","17.3%","90.4%","38.7%","(X)","92.0%","42.5%","(X)","92.1%","44.0%","(X)","91.5%","38.4%","(X)","86.2%","32.6%","","(X)","92.5%","41.6%","(X)","94.4%","43.9%","(X)","86.7%","19.9%","(X)","84.0%","25.3%","(X)","88.9%","64.1%","(X)","N","N","(X)","66.5%","10.2%","(X)","86.8%","27.2%","(X)","71.6%","16.0%","","24.1%","10.3%","6.5%","3.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","179,736","23,118","56,466","75,015","25,137","1,190,675","52,642","71,929","340,717","192,063","82,023","253,151","198,150","(X)","(X)","225,689","204,036","86,526","207,086","187,032","80,259","496,715","449,579","182,621","261,185","225,457","101,895","","940,218","862,906","384,361","848,519","795,752","367,173","113,314","95,077","18,771","4,058","3,469","1,079","52,990","47,827","36,496","N","N","N","57,836","37,488","5,177","21,974","19,110","5,417","161,559","112,232","22,368","","(X)","(X)","(X)","(X)","","55,454","28,196","41,739","51,511","75,824","100,687"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.9%","31.4%","41.7%","14.0%","(X)","4.4%","6.0%","28.6%","16.1%","6.9%","21.3%","16.6%","89.5%","37.9%","(X)","90.4%","38.3%","(X)","90.3%","38.8%","(X)","90.5%","36.8%","(X)","86.3%","39.0%","","(X)","91.8%","40.9%","(X)","93.8%","43.3%","(X)","83.9%","16.6%","(X)","85.5%","26.6%","(X)","90.3%","68.9%","(X)","N","N","(X)","64.8%","9.0%","(X)","87.0%","24.7%","(X)","69.5%","13.8%","","21.9%","8.5%","5.0%","2.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","172,316","14,128","42,696","80,551","34,941","1,303,179","49,422","65,296","336,194","219,791","119,170","280,640","232,666","(X)","(X)","218,452","204,356","102,051","214,294","200,962","105,047","530,524","490,672","212,027","339,909","292,471","94,181","","1,025,489","954,807","432,491","924,075","877,480","410,343","132,548","118,038","30,100","3,264","2,679","774","60,861","53,356","36,464","N","N","N","57,627","39,312","6,566","23,311","20,190","6,911","169,074","124,420","30,614","","(X)","(X)","(X)","(X)","","40,595","19,824","28,665","35,392","51,038","67,389"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","8.2%","24.8%","46.7%","20.3%","(X)","3.8%","5.0%","25.8%","16.9%","9.1%","21.5%","17.9%","91.2%","39.4%","(X)","93.5%","46.7%","(X)","93.8%","49.0%","(X)","92.5%","40.0%","(X)","86.0%","27.7%","","(X)","93.1%","42.2%","(X)","95.0%","44.4%","(X)","89.1%","22.7%","(X)","82.1%","23.7%","(X)","87.7%","59.9%","(X)","N","N","(X)","68.2%","11.4%","(X)","86.6%","29.6%","(X)","73.6%","18.1%","","26.4%","12.0%","7.8%","4.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Delaware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","83,940","10,012","28,306","38,035","7,587","673,686","23,460","40,091","218,309","127,966","51,777","121,442","90,641","(X)","(X)","130,949","120,208","40,404","111,068","98,090","36,554","258,452","238,296","85,014","173,217","153,541","50,111","","486,639","442,849","159,608","452,331","421,290","155,771","137,339","124,670","30,830","2,000","1,436","339","26,990","25,171","17,990","N","N","N","9,895","6,084","1,070","10,662","9,764","2,198","47,762","30,340","5,156","","(X)","(X)","(X)","(X)","","41,815","26,364","32,626","36,577","57,157","73,360"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.9%","33.7%","45.3%","9.0%","(X)","3.5%","6.0%","32.4%","19.0%","7.7%","18.0%","13.5%","90.6%","31.5%","(X)","91.8%","30.9%","(X)","88.3%","32.9%","(X)","92.2%","32.9%","(X)","88.6%","28.9%","","(X)","91.0%","32.8%","(X)","93.1%","34.4%","(X)","90.8%","22.4%","(X)","71.8%","17.0%","(X)","93.3%","66.7%","(X)","N","N","(X)","61.5%","10.8%","(X)","91.6%","20.6%","(X)","63.5%","10.8%","","24.9%","16.7%","8.7%","4.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","42,042","5,876","14,783","17,880","3,503","319,385","12,354","22,988","107,629","59,235","18,515","58,029","40,635","(X)","(X)","65,362","58,390","17,317","54,174","46,676","16,136","122,835","110,841","38,607","77,014","68,136","26,604","","232,981","208,012","76,098","215,404","197,255","74,401","61,340","54,797","11,629","947","675","156","12,452","11,816","9,161","N","N","N","5,366","2,901","345","6,299","5,842","1,275","24,695","15,067","2,087","","(X)","(X)","(X)","(X)","","47,463","26,856","38,779","41,848","63,198","83,220"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.0%","35.2%","42.5%","8.3%","(X)","3.9%","7.2%","33.7%","18.5%","5.8%","18.2%","12.7%","88.9%","30.9%","(X)","89.3%","26.5%","(X)","86.2%","29.8%","(X)","90.2%","31.4%","(X)","88.5%","34.5%","","(X)","89.3%","32.7%","(X)","91.6%","34.5%","(X)","89.3%","19.0%","(X)","71.3%","16.5%","(X)","94.9%","73.6%","(X)","N","N","(X)","54.1%","6.4%","(X)","92.7%","20.2%","(X)","61.0%","8.5%","","19.0%","14.4%","6.2%","3.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","41,898","4,136","13,523","20,155","4,084","354,301","11,106","17,103","110,680","68,731","33,262","63,413","50,006","(X)","(X)","65,587","61,818","23,087","56,894","51,414","20,418","135,617","127,455","46,407","96,203","85,405","23,507","","253,658","234,837","83,510","236,927","224,035","81,370","75,999","69,873","19,201","1,053","761","183","14,538","13,355","8,829","N","N","N","4,529","3,183","725","4,363","3,922","923","23,067","15,273","3,069","","(X)","(X)","(X)","(X)","","37,662","21,068","29,555","31,986","50,891","67,032"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","9.9%","32.3%","48.1%","9.7%","(X)","3.1%","4.8%","31.2%","19.4%","9.4%","17.9%","14.1%","92.0%","32.0%","(X)","94.3%","35.2%","(X)","90.4%","35.9%","(X)","94.0%","34.2%","(X)","88.8%","24.4%","","(X)","92.6%","32.9%","(X)","94.6%","34.3%","(X)","91.9%","25.3%","(X)","72.3%","17.4%","(X)","91.9%","60.7%","(X)","N","N","(X)","70.3%","16.0%","(X)","89.9%","21.2%","(X)","66.2%","13.3%","","32.0%","18.9%","10.5%","4.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"District of Columbia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","74,760","7,345","17,008","33,178","17,229","494,614","21,119","27,212","85,033","62,009","15,722","118,172","165,347","(X)","(X)","162,354","155,410","117,334","102,128","91,973","63,686","146,140","129,745","65,838","83,992","69,155","36,661","","218,184","213,380","193,136","197,526","196,066","179,352","217,915","188,567","58,167","N","N","N","21,767","20,714","17,822","N","N","N","23,645","11,692","5,743","11,613","10,594","8,127","48,455","32,694","21,124","","(X)","(X)","(X)","(X)","","61,641","26,686","30,469","41,297","65,056","91,724"
