"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","Population 18 to 24 years","Population 18 to 24 years!!Less than high school graduate","Population 18 to 24 years!!High school graduate (includes equivalency)","Population 18 to 24 years!!Some college or associate's degree","Population 18 to 24 years!!Bachelor's degree or higher","Population 25 years and over","Population 25 years and over!!Less than 9th grade","Population 25 years and over!!9th to 12th grade, no diploma","Population 25 years and over!!High school graduate (includes equivalency)","Population 25 years and over!!Some college, no degree","Population 25 years and over!!Associate's degree","Population 25 years and over!!Bachelor's degree","Population 25 years and over!!Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","Population 25 to 34 years!!High school graduate or higher","Population 25 to 34 years!!Bachelor's degree or higher","Population 35 to 44 years","Population 35 to 44 years!!High school graduate or higher","Population 35 to 44 years!!Bachelor's degree or higher","Population 45 to 64 years","Population 45 to 64 years!!High school graduate or higher","Population 45 to 64 years!!Bachelor's degree or higher","Population 65 years and over","Population 65 years and over!!High school graduate or higher","Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","White alone, not Hispanic or Latino","White alone, not Hispanic or Latino!!High school graduate or higher","White alone, not Hispanic or Latino!!Bachelor's degree or higher","Black alone","Black alone!!High school graduate or higher","Black alone!!Bachelor's degree or higher","American Indian or Alaska Native alone","American Indian or Alaska Native alone!!High school graduate or higher","American Indian or Alaska Native alone!!Bachelor's degree or higher","Asian alone","Asian alone!!High school graduate or higher","Asian alone!!Bachelor's degree or higher","Native Hawaiian and Other Pacific Islander alone","Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","Some other race alone","Some other race alone!!High school graduate or higher","Some other race alone!!Bachelor's degree or higher","Two or more races","Two or more races!!High school graduate or higher","Two or more races!!Bachelor's degree or higher","Hispanic or Latino Origin","Hispanic or Latino Origin!!High school graduate or higher","Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2016 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Estimate","","(X)","11.7%","29.9%","48.4%","10.0%","(X)","9.7%","7.8%","20.5%","21.3%","7.7%","20.6%","12.3%","82.4%","32.9%","(X)","88.0%","35.5%","(X)","81.8%","35.4%","(X)","81.0%","31.4%","(X)","79.5%","30.5%","","(X)","85.2%","34.0%","(X)","94.6%","43.1%","(X)","89.2%","24.3%","(X)","75.6%","13.8%","(X)","87.0%","51.8%","(X)","86.6%","20.4%","(X)","58.6%","9.3%","(X)","89.0%","34.2%","(X)","62.6%","12.1%","","22.9%","14.6%","10.2%","5.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,988,384","264,526","656,272","896,956","170,630","12,859,902","1,213,765","1,072,508","2,717,268","2,721,438","904,152","2,611,917","1,618,854","(X)","(X)","3,029,898","2,621,283","959,892","2,595,479","2,097,920","871,406","4,862,671","3,911,272","1,531,238","2,371,854","1,943,154","868,235","","8,030,670","6,813,815","2,766,367","5,567,518","5,260,847","2,463,124","741,872","656,460","174,095","90,767","67,745","12,309","1,872,563","1,659,655","993,737","47,333","40,794","10,146","1,667,932","972,565","140,464","408,765","362,595","133,653","4,329,859","2,679,380","477,177","","(X)","(X)","(X)","(X)","","44,942","25,541","33,677","42,923","71,138","100,984"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.3%","33.0%","45.1%","8.6%","(X)","9.4%","8.3%","21.1%","21.2%","7.0%","20.3%","12.6%","82.2%","32.9%","(X)","86.5%","31.7%","(X)","80.8%","33.6%","(X)","80.4%","31.5%","(X)","81.9%","36.6%","","(X)","84.8%","34.4%","(X)","94.5%","44.2%","(X)","88.5%","23.5%","(X)","74.6%","13.6%","(X)","88.6%","53.1%","(X)","86.2%","21.4%","(X)","58.3%","8.4%","(X)","88.7%","32.7%","(X)","61.9%","11.0%","","19.8%","12.6%","8.5%","4.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,864,143","185,990","495,348","966,760","216,045","13,444,339","1,342,382","990,008","2,673,667","2,880,960","1,127,623","2,814,247","1,615,452","(X)","(X)","2,872,266","2,572,518","1,133,361","2,572,587","2,131,873","956,960","5,022,901","4,096,368","1,575,361","2,976,585","2,311,190","764,017","","8,244,345","7,053,143","2,768,819","5,702,133","5,395,581","2,395,230","781,621","702,781","196,436","97,312","74,504","13,650","2,214,357","1,895,598","1,121,912","51,902","45,095","10,115","1,623,679","956,279","165,537","431,123","384,549","153,230","4,373,928","2,772,879","580,266","","(X)","(X)","(X)","(X)","","32,866","16,542","23,934","31,451","50,241","70,763"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.0%","26.6%","51.9%","11.6%","(X)","10.0%","7.4%","19.9%","21.4%","8.4%","20.9%","12.0%","82.7%","32.9%","(X)","89.6%","39.5%","(X)","82.9%","37.2%","(X)","81.6%","31.4%","(X)","77.6%","25.7%","","(X)","85.6%","33.6%","(X)","94.6%","42.0%","(X)","89.9%","25.1%","(X)","76.6%","14.0%","(X)","85.6%","50.7%","(X)","86.9%","19.5%","(X)","58.9%","10.2%","(X)","89.2%","35.5%","(X)","63.4%","13.3%","","25.9%","16.6%","11.6%","5.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Colorado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","534,527","67,785","171,428","233,085","62,229","3,745,506","128,209","192,377","822,144","787,366","322,529","934,273","558,608","(X)","(X)","837,560","766,818","338,723","745,669","671,505","315,184","1,419,221","1,309,979","562,174","743,056","676,618","276,800","","3,228,969","2,994,505","1,344,602","2,755,399","2,658,733","1,266,409","145,505","129,727","35,745","35,063","28,687","6,299","118,963","103,431","60,252","5,019","4,526","828","133,169","92,120","16,011","78,818","71,924","29,144","646,809","459,621","101,530","","(X)","(X)","(X)","(X)","","40,893","25,649","31,515","36,440","51,136","65,657"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.7%","32.1%","43.6%","11.6%","(X)","3.4%","5.1%","22.0%","21.0%","8.6%","24.9%","14.9%","91.4%","39.9%","(X)","91.6%","40.4%","(X)","90.1%","42.3%","(X)","92.3%","39.6%","(X)","91.1%","37.3%","","(X)","92.7%","41.6%","(X)","96.5%","46.0%","(X)","89.2%","24.6%","(X)","81.8%","18.0%","(X)","86.9%","50.6%","(X)","90.2%","16.5%","(X)","69.2%","12.0%","(X)","91.3%","37.0%","(X)","71.1%","15.7%","","22.5%","11.8%","9.2%","4.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","278,848","39,492","98,534","115,034","25,788","1,861,945","65,436","101,937","426,175","385,429","148,331","458,937","275,700","(X)","(X)","436,257","395,507","160,146","382,485","341,263","149,264","703,409","644,684","273,941","339,794","313,118","151,286","","1,601,628","1,476,637","661,772","1,364,074","1,311,823","627,157","78,295","70,951","19,045","17,635","13,965","2,949","52,031","45,939","28,128","2,697","2,229","494","69,057","48,030","8,017","40,602","36,821","14,232","326,890","228,329","45,886","","(X)","(X)","(X)","(X)","","46,979","30,551","36,370","41,856","61,754","83,031"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.2%","35.3%","41.3%","9.2%","(X)","3.5%","5.5%","22.9%","20.7%","8.0%","24.6%","14.8%","91.0%","39.5%","(X)","90.7%","36.7%","(X)","89.2%","39.0%","(X)","91.7%","38.9%","(X)","92.1%","44.5%","","(X)","92.2%","41.3%","(X)","96.2%","46.0%","(X)","90.6%","24.3%","(X)","79.2%","16.7%","(X)","88.3%","54.1%","(X)","82.6%","18.3%","(X)","69.6%","11.6%","(X)","90.7%","35.1%","(X)","69.8%","14.0%","","19.2%","10.7%","7.4%","3.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","255,679","28,293","72,894","118,051","36,441","1,883,561","62,773","90,440","395,969","401,937","174,198","475,336","282,908","(X)","(X)","401,303","371,311","178,577","363,184","330,242","165,920","715,812","665,295","288,233","403,262","363,500","125,514","","1,627,341","1,517,868","682,830","1,391,325","1,346,910","639,252","67,210","58,776","16,700","17,428","14,722","3,350","66,932","57,492","32,124","2,322","2,297","334","64,112","44,090","7,994","38,216","35,103","14,912","319,919","231,292","55,644","","(X)","(X)","(X)","(X)","","34,561","18,493","25,539","30,658","41,535","52,422"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.1%","28.5%","46.2%","14.3%","(X)","3.3%","4.8%","21.0%","21.3%","9.2%","25.2%","15.0%","91.9%","40.3%","(X)","92.5%","44.5%","(X)","90.9%","45.7%","(X)","92.9%","40.3%","(X)","90.1%","31.1%","","(X)","93.3%","42.0%","(X)","96.8%","45.9%","(X)","87.5%","24.8%","(X)","84.5%","19.2%","(X)","85.9%","48.0%","(X)","98.9%","14.4%","(X)","68.8%","12.5%","(X)","91.9%","39.0%","(X)","72.3%","17.4%","","26.1%","12.9%","10.8%","4.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Connecticut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","356,553","33,601","105,267","162,400","55,285","2,467,737","100,513","133,422","678,776","415,150","186,288","541,369","412,219","(X)","(X)","436,596","407,069","189,635","424,492","388,658","186,794","1,030,009","949,096","396,021","576,640","488,979","181,138","","1,966,682","1,817,960","808,784","1,778,311","1,675,484","770,014","241,134","207,783","47,077","6,068","5,000","1,038","106,420","96,267","69,801","N","N","N","103,172","67,553","12,917","43,553","38,679","13,618","316,522","228,918","56,661","","(X)","(X)","(X)","(X)","","47,481","23,388","35,458","41,504","61,257","80,306"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","9.4%","29.5%","45.5%","15.5%","(X)","4.1%","5.4%","27.5%","16.8%","7.5%","21.9%","16.7%","90.5%","38.6%","(X)","93.2%","43.4%","(X)","91.6%","44.0%","(X)","92.1%","38.4%","(X)","84.8%","31.4%","","(X)","92.4%","41.1%","(X)","94.2%","43.3%","(X)","86.2%","19.5%","(X)","82.4%","17.1%","(X)","90.5%","65.6%","(X)","N","N","(X)","65.5%","12.5%","(X)","88.8%","31.3%","(X)","72.3%","17.9%","","23.6%","10.9%","7.5%","3.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","184,914","19,322","61,850","76,383","27,359","1,175,476","47,363","67,590","341,415","197,814","72,877","253,333","195,084","(X)","(X)","219,757","203,131","83,335","208,760","188,140","82,881","498,115","455,340","187,301","248,844","213,912","94,900","","938,384","867,317","381,874","849,924","799,330","365,556","110,060","92,641","19,763","3,042","2,352","268","49,015","45,680","34,330","N","N","N","52,943","33,093","5,443","21,714","19,184","6,539","154,151","109,984","24,305","","(X)","(X)","(X)","(X)","","56,059","26,684","41,255","51,478","75,424","100,290"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.4%","33.4%","41.3%","14.8%","(X)","4.0%","5.8%","29.0%","16.8%","6.2%","21.6%","16.6%","90.2%","38.1%","(X)","92.4%","37.9%","(X)","90.1%","39.7%","(X)","91.4%","37.6%","(X)","86.0%","38.1%","","(X)","92.4%","40.7%","(X)","94.0%","43.0%","(X)","84.2%","18.0%","(X)","77.3%","8.8%","(X)","93.2%","70.0%","(X)","N","N","(X)","62.5%","10.3%","(X)","88.3%","30.1%","(X)","71.3%","15.8%","","20.7%","9.0%","5.8%","2.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","171,639","14,279","43,417","86,017","27,926","1,292,261","53,150","65,832","337,361","217,336","113,411","288,036","217,135","(X)","(X)","216,839","203,938","106,300","215,732","200,518","103,913","531,894","493,756","208,720","327,796","275,067","86,238","","1,028,298","950,643","426,910","928,387","876,154","404,458","131,074","115,142","27,314","3,026","2,648","770","57,405","50,587","35,471","N","N","N","50,229","34,460","7,474","21,839","19,495","7,079","162,371","118,934","32,356","","(X)","(X)","(X)","(X)","","39,708","18,862","28,827","33,633","50,499","66,176"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","8.3%","25.3%","50.1%","16.3%","(X)","4.1%","5.1%","26.1%","16.8%","8.8%","22.3%","16.8%","90.8%","39.1%","(X)","94.1%","49.0%","(X)","92.9%","48.2%","(X)","92.8%","39.2%","(X)","83.9%","26.3%","","(X)","92.4%","41.5%","(X)","94.4%","43.6%","(X)","87.8%","20.8%","(X)","87.5%","25.4%","(X)","88.1%","61.8%","(X)","N","N","(X)","68.6%","14.9%","(X)","89.3%","32.4%","(X)","73.2%","19.9%","","26.4%","12.8%","8.8%","3.8%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Delaware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","85,281","14,346","29,575","33,290","8,070","662,547","22,347","48,247","212,474","122,182","52,228","121,717","83,352","(X)","(X)","128,569","114,481","41,773","110,018","95,858","36,712","257,286","235,627","79,955","166,674","145,987","46,629","","482,121","434,430","156,407","449,466","413,200","151,856","132,020","115,428","27,506","2,945","2,385","510","25,509","23,747","16,318","N","N","N","9,547","7,270","1,643","9,596","8,023","2,646","45,728","31,003","7,372","","(X)","(X)","(X)","(X)","","40,032","26,171","31,751","36,993","54,225","71,356"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","16.8%","34.7%","39.0%","9.5%","(X)","3.4%","7.3%","32.1%","18.4%","7.9%","18.4%","12.6%","89.3%","31.0%","(X)","89.0%","32.5%","(X)","87.1%","33.4%","(X)","91.6%","31.1%","(X)","87.6%","28.0%","","(X)","90.1%","32.4%","(X)","91.9%","33.8%","(X)","87.4%","20.8%","(X)","81.0%","17.3%","(X)","93.1%","64.0%","(X)","N","N","(X)","76.1%","17.2%","(X)","83.6%","27.6%","(X)","67.8%","16.1%","","17.4%","12.8%","7.9%","3.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","43,076","8,778","16,672","14,674","2,952","313,606","12,148","26,499","102,241","56,590","20,110","55,559","40,459","(X)","(X)","63,755","54,653","18,888","54,145","46,526","16,077","121,777","109,385","36,089","73,929","64,395","24,964","","230,704","204,494","73,703","213,941","194,436","71,857","60,088","50,974","11,758","1,601","1,189","385","12,332","11,580","8,604","N","N","N","5,344","4,001","637","3,021","2,205","907","23,789","15,247","3,002","","(X)","(X)","(X)","(X)","","44,735","30,328","38,196","42,882","63,177","77,815"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","20.4%","38.7%","34.1%","6.9%","(X)","3.9%","8.4%","32.6%","18.0%","6.4%","17.7%","12.9%","87.7%","30.6%","(X)","85.7%","29.6%","(X)","85.9%","29.7%","(X)","89.8%","29.6%","(X)","87.1%","33.8%","","(X)","88.6%","31.9%","(X)","90.9%","33.6%","(X)","84.8%","19.6%","(X)","74.3%","24.0%","(X)","93.9%","69.8%","(X)","N","N","(X)","74.9%","11.9%","(X)","73.0%","30.0%","(X)","64.1%","12.6%","","12.4%","10.9%","6.0%","2.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","42,205","5,568","12,903","18,616","5,118","348,941","10,199","21,748","110,233","65,592","32,118","66,158","42,893","(X)","(X)","64,814","59,828","22,885","55,873","49,332","20,635","135,509","126,242","43,866","92,745","81,592","21,665","","251,417","229,936","82,704","235,525","218,764","79,999","71,932","64,454","15,748","1,344","1,196","125","13,177","12,167","7,714","N","N","N","4,203","3,269","1,006","6,575","5,818","1,739","21,939","15,756","4,370","","(X)","(X)","(X)","(X)","","35,110","21,073","25,730","32,057","47,586","67,053"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.2%","30.6%","44.1%","12.1%","(X)","2.9%","6.2%","31.6%","18.8%","9.2%","19.0%","12.3%","90.8%","31.3%","(X)","92.3%","35.3%","(X)","88.3%","36.9%","(X)","93.2%","32.4%","(X)","88.0%","23.4%","","(X)","91.5%","32.9%","(X)","92.9%","34.0%","(X)","89.6%","21.9%","(X)","89.0%","9.3%","(X)","92.3%","58.5%","(X)","N","N","(X)","77.8%","23.9%","(X)","88.5%","26.4%","(X)","71.8%","19.9%","","23.1%","14.6%","9.5%","3.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"District of Columbia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","80,230","6,220","23,177","31,563","19,270","480,158","17,097","28,646","85,248","62,206","14,086","115,097","157,778","(X)","(X)","154,662","146,496","108,600","98,911","90,653","61,028","147,488","130,110","70,139","79,097","67,156","33,108","","209,538","204,033","186,363","189,306","188,238","174,222","217,411","187,820","55,688","N","N","N","19,965","19,275","17,086","N","N","N","21,627","12,302","5,210","9,884","9,498","7,357","47,175","31,992","19,593","","(X)","(X)","(X)","(X)","","60,200","22,167","30,311","35,313","65,886","89,436"
