"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","Population 18 to 24 years","Population 18 to 24 years!!Less than high school graduate","Population 18 to 24 years!!High school graduate (includes equivalency)","Population 18 to 24 years!!Some college or associate's degree","Population 18 to 24 years!!Bachelor's degree or higher","Population 25 years and over","Population 25 years and over!!Less than 9th grade","Population 25 years and over!!9th to 12th grade, no diploma","Population 25 years and over!!High school graduate (includes equivalency)","Population 25 years and over!!Some college, no degree","Population 25 years and over!!Associate's degree","Population 25 years and over!!Bachelor's degree","Population 25 years and over!!Graduate or professional degree","Percent high school graduate or higher","Percent bachelor's degree or higher","Population 25 to 34 years","Population 25 to 34 years!!High school graduate or higher","Population 25 to 34 years!!Bachelor's degree or higher","Population 35 to 44 years","Population 35 to 44 years!!High school graduate or higher","Population 35 to 44 years!!Bachelor's degree or higher","Population 45 to 64 years","Population 45 to 64 years!!High school graduate or higher","Population 45 to 64 years!!Bachelor's degree or higher","Population 65 years and over","Population 65 years and over!!High school graduate or higher","Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","White alone, not Hispanic or Latino","White alone, not Hispanic or Latino!!High school graduate or higher","White alone, not Hispanic or Latino!!Bachelor's degree or higher","Black alone","Black alone!!High school graduate or higher","Black alone!!Bachelor's degree or higher","American Indian or Alaska Native alone","American Indian or Alaska Native alone!!High school graduate or higher","American Indian or Alaska Native alone!!Bachelor's degree or higher","Asian alone","Asian alone!!High school graduate or higher","Asian alone!!Bachelor's degree or higher","Native Hawaiian and Other Pacific Islander alone","Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","Some other race alone","Some other race alone!!High school graduate or higher","Some other race alone!!Bachelor's degree or higher","Two or more races","Two or more races!!High school graduate or higher","Two or more races!!Bachelor's degree or higher","Hispanic or Latino Origin","Hispanic or Latino Origin!!High school graduate or higher","Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2015 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Estimate","","(X)","12.4%","29.6%","48.3%","9.7%","(X)","9.9%","7.9%","20.8%","21.5%","7.6%","20.3%","12.0%","82.2%","32.3%","(X)","87.1%","34.0%","(X)","81.3%","34.7%","(X)","81.2%","31.1%","(X)","79.4%","30.1%","","(X)","84.6%","33.0%","(X)","94.6%","42.1%","(X)","89.0%","24.3%","(X)","72.9%","14.5%","(X)","87.2%","50.8%","(X)","87.7%","16.9%","(X)","58.4%","9.3%","(X)","87.8%","33.1%","(X)","61.6%","11.9%","","24.7%","15.0%","10.6%","5.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","2,037,703","296,563","658,547","921,067","161,526","12,749,155","1,234,380","1,081,063","2,716,755","2,703,218","890,702","2,557,226","1,565,811","(X)","(X)","2,994,843","2,557,086","920,016","2,601,689","2,085,744","844,384","4,854,069","3,920,628","1,523,566","2,298,554","1,870,254","835,071","","8,082,516","6,798,451","2,718,855","5,572,882","5,257,974","2,412,996","741,310","649,430","172,542","85,705","60,391","12,190","1,846,422","1,646,511","960,766","47,229","41,642","8,286","1,568,691","907,153","131,310","377,282","330,134","119,088","4,266,003","2,584,568","465,933","","(X)","(X)","(X)","(X)","","42,110","24,014","32,194","42,159","67,274","100,017"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.6%","32.3%","45.2%","7.9%","(X)","9.7%","8.5%","21.3%","21.2%","7.0%","20.1%","12.3%","81.8%","32.3%","(X)","85.4%","30.7%","(X)","80.2%","32.5%","(X)","80.8%","31.4%","(X)","81.4%","36.3%","","(X)","84.1%","33.6%","(X)","94.3%","43.3%","(X)","87.6%","23.3%","(X)","70.5%","14.2%","(X)","89.2%","52.0%","(X)","88.2%","17.5%","(X)","57.8%","8.4%","(X)","87.5%","31.6%","(X)","60.6%","10.9%","","21.7%","13.1%","9.2%","4.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","1,905,434","194,216","507,954","983,282","219,982","13,336,108","1,348,377","979,690","2,713,326","2,900,061","1,102,001","2,728,528","1,564,125","(X)","(X)","2,837,869","2,521,103","1,065,144","2,588,681","2,135,116","956,789","5,018,554","4,099,285","1,542,870","2,891,004","2,252,537","727,850","","8,309,207","7,069,143","2,691,719","5,709,060","5,411,592","2,331,513","779,556","704,203","197,453","93,050","69,907","13,692","2,186,810","1,872,183","1,086,665","51,956","45,338","8,436","1,513,331","893,011","155,983","402,198","354,256","138,705","4,307,220","2,697,029","554,973","","(X)","(X)","(X)","(X)","","31,960","16,166","23,233","30,683","50,053","66,382"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.2%","26.7%","51.6%","11.5%","(X)","10.1%","7.3%","20.3%","21.7%","8.3%","20.5%","11.7%","82.5%","32.2%","(X)","88.8%","37.5%","(X)","82.5%","37.0%","(X)","81.7%","30.7%","(X)","77.9%","25.2%","","(X)","85.1%","32.4%","(X)","94.8%","40.8%","(X)","90.3%","25.3%","(X)","75.1%","14.7%","(X)","85.6%","49.7%","(X)","87.3%","16.2%","(X)","59.0%","10.3%","(X)","88.1%","34.5%","(X)","62.6%","12.9%","","27.6%","16.9%","11.8%","5.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Colorado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","527,949","70,618","157,730","240,847","58,754","3,671,853","135,573","188,280","796,984","809,037","301,203","909,032","531,744","(X)","(X)","827,137","761,849","324,927","737,989","663,597","319,083","1,395,155","1,285,760","538,738","711,572","636,794","258,028","","3,176,001","2,938,828","1,302,883","2,704,318","2,607,259","1,233,498","141,755","127,670","34,402","34,411","28,239","4,536","109,813","93,283","55,615","5,134","4,876","931","124,401","80,897","14,458","80,338","74,207","27,951","633,161","442,962","90,100","","(X)","(X)","(X)","(X)","","40,229","25,304","31,280","35,392","50,196","63,270"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.4%","29.9%","45.6%","11.1%","(X)","3.7%","5.1%","21.7%","22.0%","8.2%","24.8%","14.5%","91.2%","39.2%","(X)","92.1%","39.3%","(X)","89.9%","43.2%","(X)","92.2%","38.6%","(X)","89.5%","36.3%","","(X)","92.5%","41.0%","(X)","96.4%","45.6%","(X)","90.1%","24.3%","(X)","82.1%","13.2%","(X)","84.9%","50.6%","(X)","95.0%","18.1%","(X)","65.0%","11.6%","(X)","92.4%","34.8%","(X)","70.0%","14.2%","","22.5%","10.5%","9.0%","4.6%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","277,962","40,123","91,640","123,405","22,794","1,822,253","67,869","100,329","407,358","403,198","138,424","443,990","261,085","(X)","(X)","428,665","390,003","148,905","379,324","336,371","149,939","690,644","633,777","264,509","323,620","293,904","141,722","","1,572,202","1,445,664","637,096","1,336,381","1,284,514","606,624","76,616","69,620","17,197","17,679","14,746","2,599","48,892","43,264","26,752","2,306","2,190","388","64,420","42,142","7,429","40,138","36,429","13,614","320,582","219,635","41,448","","(X)","(X)","(X)","(X)","","46,719","30,123","36,628","41,441","61,150","82,156"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.4%","33.0%","44.4%","8.2%","(X)","3.7%","5.5%","22.4%","22.1%","7.6%","24.4%","14.3%","90.8%","38.7%","(X)","91.0%","34.7%","(X)","88.7%","39.5%","(X)","91.8%","38.3%","(X)","90.8%","43.8%","","(X)","92.0%","40.5%","(X)","96.1%","45.4%","(X)","90.9%","22.4%","(X)","83.4%","14.7%","(X)","88.5%","54.7%","(X)","95.0%","16.8%","(X)","65.4%","11.5%","(X)","90.8%","33.9%","(X)","68.5%","12.9%","","18.4%","8.6%","8.1%","4.1%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","249,987","30,495","66,090","117,442","35,960","1,849,600","67,704","87,951","389,626","405,839","162,779","465,042","270,659","(X)","(X)","398,472","371,846","176,022","358,665","327,226","169,144","704,511","651,983","274,229","387,952","342,890","116,306","","1,603,799","1,493,164","665,787","1,367,937","1,322,745","626,874","65,139","58,050","17,205","16,732","13,493","1,937","60,921","50,019","28,863","2,828","2,686","543","59,981","38,755","7,029","40,200","37,778","14,337","312,579","223,327","48,652","","(X)","(X)","(X)","(X)","","32,327","16,633","25,450","29,651","40,975","52,012"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.2%","26.4%","47.0%","14.4%","(X)","3.7%","4.8%","21.1%","21.9%","8.8%","25.1%","14.6%","91.6%","39.8%","(X)","93.3%","44.2%","(X)","91.2%","47.2%","(X)","92.5%","38.9%","(X)","88.4%","30.0%","","(X)","93.1%","41.5%","(X)","96.7%","45.8%","(X)","89.1%","26.4%","(X)","80.6%","11.6%","(X)","82.1%","47.4%","(X)","95.0%","19.2%","(X)","64.6%","11.7%","(X)","94.0%","35.7%","(X)","71.4%","15.6%","","26.7%","12.5%","9.9%","5.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Connecticut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","352,843","37,981","97,565","165,295","52,002","2,474,718","104,772","137,496","678,916","417,520","187,970","535,933","412,111","(X)","(X)","442,776","408,304","193,704","432,504","397,492","180,801","1,034,155","950,056","396,555","565,283","476,598","176,984","","1,972,537","1,819,666","803,896","1,793,942","1,686,054","769,036","240,257","207,540","53,267","6,556","4,585","835","106,083","95,795","66,218","N","N","N","106,291","67,283","11,148","42,698","37,285","12,545","310,831","220,475","49,931","","(X)","(X)","(X)","(X)","","46,500","22,595","35,288","40,982","61,071","77,568"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.8%","27.7%","46.8%","14.7%","(X)","4.2%","5.6%","27.4%","16.9%","7.6%","21.7%","16.7%","90.2%","38.3%","(X)","92.2%","43.7%","(X)","91.9%","41.8%","(X)","91.9%","38.3%","(X)","84.3%","31.3%","","(X)","92.3%","40.8%","(X)","94.0%","42.9%","(X)","86.4%","22.2%","(X)","69.9%","12.7%","(X)","90.3%","62.4%","(X)","N","N","(X)","63.3%","10.5%","(X)","87.3%","29.4%","(X)","70.9%","16.1%","","25.3%","10.7%","8.0%","3.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","181,858","24,913","55,832","78,571","22,542","1,179,027","51,816","71,031","337,500","197,488","71,860","259,511","189,821","(X)","(X)","223,295","203,122","87,290","211,062","190,481","80,468","500,881","455,599","187,997","243,789","206,978","93,577","","940,979","863,074","381,443","856,593","801,687","368,149","108,202","93,605","22,975","3,228","2,072","450","50,332","45,691","33,313","N","N","N","54,650","33,369","5,761","21,523","18,256","5,323","151,823","104,244","20,751","","(X)","(X)","(X)","(X)","","53,355","28,932","41,902","48,484","75,348","98,411"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.7%","30.7%","43.2%","12.4%","(X)","4.4%","6.0%","28.6%","16.8%","6.1%","22.0%","16.1%","89.6%","38.1%","(X)","91.0%","39.1%","(X)","90.2%","38.1%","(X)","91.0%","37.5%","(X)","84.9%","38.4%","","(X)","91.7%","40.5%","(X)","93.6%","43.0%","(X)","86.5%","21.2%","(X)","64.2%","13.9%","(X)","90.8%","66.2%","(X)","N","N","(X)","61.1%","10.5%","(X)","84.8%","24.7%","(X)","68.7%","13.7%","","20.8%","8.6%","6.7%","3.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","170,985","13,068","41,733","86,724","29,460","1,295,691","52,956","66,465","341,416","220,032","116,110","276,422","222,290","(X)","(X)","219,481","205,182","106,414","221,442","207,011","100,333","533,274","494,457","208,558","321,494","269,620","83,407","","1,031,558","956,592","422,453","937,349","884,367","400,887","132,055","113,935","30,292","3,328","2,513","385","55,751","50,104","32,905","N","N","N","51,641","33,914","5,387","21,175","19,029","7,222","159,008","116,231","29,180","","(X)","(X)","(X)","(X)","","39,554","18,348","27,322","35,862","49,547","66,887"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","7.6%","24.4%","50.7%","17.2%","(X)","4.1%","5.1%","26.4%","17.0%","9.0%","21.3%","17.2%","90.8%","38.5%","(X)","93.5%","48.5%","(X)","93.5%","45.3%","(X)","92.7%","39.1%","(X)","83.9%","25.9%","","(X)","92.7%","41.0%","(X)","94.3%","42.8%","(X)","86.3%","22.9%","(X)","75.5%","11.6%","(X)","89.9%","59.0%","(X)","N","N","(X)","65.7%","10.4%","(X)","89.9%","34.1%","(X)","73.1%","18.4%","","29.9%","12.7%","9.1%","4.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"Delaware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","89,098","12,574","27,340","39,399","9,785","652,636","24,692","47,663","194,810","130,986","52,556","117,581","84,348","(X)","(X)","124,348","109,417","40,876","110,727","98,527","39,092","256,737","233,432","79,813","160,824","138,905","42,148","","475,992","426,994","149,660","445,757","410,005","145,988","128,898","112,846","29,549","2,439","1,940","618","24,681","22,840","16,807","N","N","N","10,994","6,579","1,397","9,375","8,902","3,898","44,801","26,522","6,209","","(X)","(X)","(X)","(X)","","40,734","25,297","30,752","36,993","52,261","65,967"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","14.1%","30.7%","44.2%","11.0%","(X)","3.8%","7.3%","29.8%","20.1%","8.1%","18.0%","12.9%","88.9%","30.9%","(X)","88.0%","32.9%","(X)","89.0%","35.3%","(X)","90.9%","31.1%","(X)","86.4%","26.2%","","(X)","89.7%","31.4%","(X)","92.0%","32.8%","(X)","87.5%","22.9%","(X)","79.5%","25.3%","(X)","92.5%","68.1%","(X)","N","N","(X)","59.8%","12.7%","(X)","95.0%","41.6%","(X)","59.2%","13.9%","","22.1%","12.6%","8.0%","3.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","44,998","7,435","14,332","18,622","4,609","308,965","12,587","26,240","95,001","60,561","20,160","56,692","37,724","(X)","(X)","61,076","53,020","18,161","53,905","47,377","15,888","122,021","107,966","37,054","71,963","61,775","23,313","","227,575","200,497","70,816","212,140","191,951","69,573","57,958","50,006","12,332","1,276","970","267","11,689","10,890","8,441","N","N","N","5,560","3,293","615","4,682","4,334","1,945","23,504","13,711","2,267","","(X)","(X)","(X)","(X)","","45,135","28,306","37,460","41,490","61,339","77,467"
"    Percent Males","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","16.5%","31.9%","41.4%","10.2%","(X)","4.1%","8.5%","30.7%","19.6%","6.5%","18.3%","12.2%","87.4%","30.6%","(X)","86.8%","29.7%","(X)","87.9%","29.5%","(X)","88.5%","30.4%","(X)","85.8%","32.4%","","(X)","88.1%","31.1%","(X)","90.5%","32.8%","(X)","86.3%","21.3%","(X)","76.0%","20.9%","(X)","93.2%","72.2%","(X)","N","N","(X)","59.2%","11.1%","(X)","92.6%","41.5%","(X)","58.3%","9.6%","","18.9%","10.8%","4.4%","3.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","44,100","5,139","13,008","20,777","5,176","343,671","12,105","21,423","99,809","70,425","32,396","60,889","46,624","(X)","(X)","63,272","56,397","22,715","56,822","51,150","23,204","134,716","125,466","42,759","88,861","77,130","18,835","","248,417","226,497","78,844","233,617","218,054","76,415","70,940","62,840","17,217","1,163","970","351","12,992","11,950","8,366","N","N","N","5,434","3,286","782","4,693","4,568","1,953","21,297","12,811","3,942","","(X)","(X)","(X)","(X)","","35,938","21,795","25,000","31,528","47,232","61,040"
"    Percent Females","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.7%","29.5%","47.1%","11.7%","(X)","3.5%","6.2%","29.0%","20.5%","9.4%","17.7%","13.6%","90.2%","31.3%","(X)","89.1%","35.9%","(X)","90.0%","40.8%","(X)","93.1%","31.7%","(X)","86.8%","21.2%","","(X)","91.2%","31.7%","(X)","93.3%","32.7%","(X)","88.6%","24.3%","(X)","83.4%","30.2%","(X)","92.0%","64.4%","(X)","N","N","(X)","60.5%","14.4%","(X)","97.3%","41.6%","(X)","60.2%","18.5%","","25.7%","14.3%","10.8%","3.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"District of Columbia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","81,506","5,031","19,290","37,684","19,501","472,884","20,227","28,022","82,181","60,107","14,002","112,629","155,716","(X)","(X)","152,487","144,158","108,617","96,419","89,686","60,511","147,387","128,873","68,259","76,591","61,918","30,958","","202,478","199,389","181,641","184,676","183,888","169,206","214,913","181,721","56,276","N","N","N","19,795","18,548","15,427","N","N","N","21,956","12,584","6,329","11,920","10,641","7,470","45,602","32,788","20,184","","(X)","(X)","(X)","(X)","","57,512","23,604","28,467","38,881","64,142","84,682"
