"Label (Grouping)","SEX AND AGE","SEX AND AGE!!Total population","SEX AND AGE!!Male","SEX AND AGE!!Female","SEX AND AGE!!Under 5 years","SEX AND AGE!!5 to 9 years","SEX AND AGE!!10 to 14 years","SEX AND AGE!!15 to 19 years","SEX AND AGE!!20 to 24 years","SEX AND AGE!!25 to 34 years","SEX AND AGE!!35 to 44 years","SEX AND AGE!!45 to 54 years","SEX AND AGE!!55 to 59 years","SEX AND AGE!!60 to 64 years","SEX AND AGE!!65 to 74 years","SEX AND AGE!!75 to 84 years","SEX AND AGE!!85 years and over","SEX AND AGE!!Median age (years)","SEX AND AGE!!18 years and over","SEX AND AGE!!21 years and over","SEX AND AGE!!62 years and over","SEX AND AGE!!65 years and over","SEX AND AGE!!18 years and over","SEX AND AGE!!Male","SEX AND AGE!!Female","SEX AND AGE!!65 years and over","SEX AND AGE!!Male","SEX AND AGE!!Female","RACE","RACE!!Total population","RACE!!One race","RACE!!Two or more races","RACE!!One race","RACE!!One race!!White","RACE!!One race!!Black or African American","RACE!!One race!!American Indian and Alaska Native","RACE!!One race!!American Indian and Alaska Native!!Cherokee tribal grouping","RACE!!One race!!American Indian and Alaska Native!!Chippewa tribal grouping","RACE!!One race!!American Indian and Alaska Native!!Navajo tribal grouping","RACE!!One race!!American Indian and Alaska Native!!Sioux tribal grouping","RACE!!One race!!Asian","RACE!!One race!!Asian!!Asian Indian","RACE!!One race!!Asian!!Chinese","RACE!!One race!!Asian!!Filipino","RACE!!One race!!Asian!!Japanese","RACE!!One race!!Asian!!Korean","RACE!!One race!!Asian!!Vietnamese","RACE!!One race!!Asian!!Other Asian","RACE!!One race!!Native Hawaiian and Other Pacific Islander","RACE!!One race!!Native Hawaiian and Other Pacific Islander!!Native Hawaiian","RACE!!One race!!Native Hawaiian and Other Pacific Islander!!Guamanian or Chamorro","RACE!!One race!!Native Hawaiian and Other Pacific Islander!!Samoan","RACE!!One race!!Native Hawaiian and Other Pacific Islander!!Other Pacific Islander","RACE!!One race!!Some other race","RACE!!Two or more races","RACE!!Two or more races!!White and Black or African American","RACE!!Two or more races!!White and American Indian and Alaska Native","RACE!!Two or more races!!White and Asian","RACE!!Two or more races!!Black or African American and American Indian and Alaska Native","RACE!!Race alone or in combination with one or more other races","RACE!!Race alone or in combination with one or more other races!!Total population","RACE!!White","RACE!!Black or African American","RACE!!American Indian and Alaska Native","RACE!!Asian","RACE!!Native Hawaiian and Other Pacific Islander","RACE!!Some other race","HISPANIC OR LATINO AND RACE","HISPANIC OR LATINO AND RACE!!Total population","HISPANIC OR LATINO AND RACE!!Hispanic or Latino (of any race)","HISPANIC OR LATINO AND RACE!!Hispanic or Latino (of any race)!!Mexican","HISPANIC OR LATINO AND RACE!!Hispanic or Latino (of any race)!!Puerto Rican","HISPANIC OR LATINO AND RACE!!Hispanic or Latino (of any race)!!Cuban","HISPANIC OR LATINO AND RACE!!Hispanic or Latino (of any race)!!Other Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!White alone","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!Black or African American alone","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!American Indian and Alaska Native alone","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!Asian alone","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!Some other race alone","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!Two or more races","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","HISPANIC OR LATINO AND RACE!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and Three or more races","HISPANIC OR LATINO AND RACE!!Total housing units"
"    2010 Estimate","","37,349,363","49.7%","50.3%","6.8%","6.8%","6.9%","7.6%","7.5%","14.3%","13.9%","14.0%","5.9%","5.0%","6.1%","3.7%","1.6%","35.2","75.1%","70.4%","14.3%","11.4%","28,042,134","49.2%","50.8%","4,269,495","43.5%","56.5%","","37,349,363","95.8%","4.2%","95.8%","62.4%","6.0%","0.8%","0.1%","0.0%","0.0%","0.0%","13.1%","1.4%","3.4%","3.2%","0.7%","1.3%","1.6%","1.5%","0.4%","0.1%","0.1%","0.1%","0.1%","13.1%","4.2%","0.5%","0.7%","1.1%","0.1%","","37,349,363","65.9%","7.1%","1.8%","14.8%","0.8%","14.2%","","37,349,363","37.7%","31.5%","0.5%","0.3%","5.4%","62.3%","40.0%","5.8%","0.4%","12.9%","0.4%","0.2%","2.6%","0.1%","2.4%","13,682,976"
"    2011 - 2010 Statistical Significance","","c","*","*","*","*","","*","*","*","*","*","*","*","*","","","*","*","*","*","*","*","*","*","*","*","*","","c","","","","*","","","","","*","","*","*","","","","","","","","","","","","*","","","","*","","","c","*","","","*","","*","","c","c","*","","*","*","c","*","*","","*","","","","","","*"
"    2009 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2009 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2008 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2008 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2007 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2007 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Colorado","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2011 Estimate","","5,116,796","50.2%","49.8%","6.7%","6.8%","6.6%","6.6%","7.0%","14.6%","13.9%","14.2%","6.7%","5.6%","6.4%","3.4%","1.5%","36.2","76.0%","71.9%","14.5%","11.2%","3,888,219","49.8%","50.2%","575,497","44.6%","55.4%","","5,116,796","96.6%","3.4%","96.6%","84.4%","4.0%","1.0%","0.1%","0.0%","0.1%","0.1%","2.8%","0.4%","0.5%","0.3%","0.2%","0.5%","0.5%","0.5%","0.1%","0.0%","0.0%","0.0%","0.0%","4.3%","3.4%","0.6%","0.9%","0.6%","0.1%","","5,116,796","87.4%","5.0%","2.3%","3.7%","0.3%","5.1%","","5,116,796","20.9%","16.2%","0.5%","0.1%","4.1%","79.1%","69.6%","3.8%","0.5%","2.7%","0.1%","0.1%","2.2%","0.1%","2.1%","2,224,661"
"    2010 Estimate","","5,049,071","50.1%","49.9%","6.8%","7.0%","6.5%","6.8%","6.9%","14.4%","13.9%","14.7%","6.6%","5.4%","6.2%","3.3%","1.4%","36.0","75.7%","71.5%","14.0%","10.9%","3,820,393","49.7%","50.3%","551,638","44.4%","55.6%","","5,049,071","96.6%","3.4%","96.6%","83.3%","3.9%","1.0%","0.1%","0.0%","0.2%","0.1%","2.6%","0.3%","0.5%","0.3%","0.2%","0.4%","0.5%","0.5%","0.1%","0.0%","0.0%","0.0%","0.0%","5.6%","3.4%","0.6%","0.9%","0.7%","0.0%","","5,049,071","86.4%","4.9%","2.2%","3.8%","0.3%","6.3%","","5,049,071","20.8%","16.1%","0.5%","0.1%","4.1%","79.2%","69.9%","3.8%","0.5%","2.6%","0.1%","0.1%","2.3%","0.1%","2.2%","2,214,262"
"    2011 - 2010 Statistical Significance","","c","","","*","","","*","","*","","*","","*","*","","","*","*","*","*","*","*","*","*","*","","","","c","","","","*","","","","","","","*","*","","","","","","","","","","","*","*","","","","","","","c","*","","","","","*","","c","c","","","","","c","*","","","*","","","","*","","*"
"    2009 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2009 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2008 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2008 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2007 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2007 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Connecticut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2011 Estimate","","3,580,709","48.7%","51.3%","5.5%","6.2%","6.6%","7.1%","6.3%","12.0%","13.0%","16.0%","6.9%","6.0%","7.4%","4.6%","2.5%","40.3","77.6%","73.1%","18.0%","14.4%","2,777,089","48.0%","52.0%","515,314","42.2%","57.8%","","3,580,709","97.5%","2.5%","97.5%","77.8%","10.0%","0.2%","0.0%","0.0%","0.0%","0.0%","3.9%","1.4%","1.0%","0.3%","0.1%","0.2%","0.2%","0.7%","0.0%","N","N","N","N","5.5%","2.5%","0.8%","0.3%","0.4%","0.1%","","3,580,709","79.8%","11.3%","0.8%","4.5%","0.1%","6.1%","","3,580,709","13.8%","1.5%","7.6%","0.3%","4.5%","86.2%","70.7%","9.5%","0.1%","3.9%","0.0%","0.3%","1.7%","0.2%","1.5%","1,494,042"
"    2010 Estimate","","3,577,073","48.6%","51.4%","5.6%","6.2%","6.7%","7.0%","6.4%","11.8%","13.5%","16.1%","6.6%","5.8%","7.2%","4.5%","2.4%","40.0","77.2%","73.0%","17.7%","14.2%","2,761,785","47.9%","52.1%","508,153","42.0%","58.0%","","3,577,073","97.5%","2.5%","97.5%","78.2%","10.0%","0.2%","N","N","N","N","3.8%","1.1%","0.8%","0.4%","0.1%","0.3%","0.3%","0.7%","0.0%","N","N","N","N","5.3%","2.5%","0.8%","0.3%","0.4%","0.2%","","3,577,073","80.3%","11.3%","0.8%","4.3%","0.1%","5.9%","","3,577,073","13.5%","1.3%","7.4%","0.3%","4.5%","86.5%","71.0%","9.4%","0.1%","3.7%","0.0%","0.4%","1.8%","0.2%","1.6%","1,488,215"
"    2011 - 2010 Statistical Significance","","c","*","*","*","","","*","","*","*","","*","","*","","","*","*","","*","*","*","*","*","*","*","*","","c","","","","","","","","","","","*","*","","","","","","","","","","","","","","","","","*","","c","*","","","*","*","","","c","c","","","","","c","*","","","*","","*","","","","*"
"    2009 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2009 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2008 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2008 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2007 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2007 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Delaware","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2011 Estimate","","907,135","48.5%","51.5%","6.1%","6.4%","6.2%","6.8%","7.2%","12.6%","12.6%","14.7%","6.3%","6.5%","8.4%","4.6%","1.8%","39.1","77.4%","73.0%","18.6%","14.8%","702,510","47.7%","52.3%","133,912","43.8%","56.2%","","907,135","97.3%","2.7%","97.3%","70.2%","21.4%","0.3%","N","N","N","N","3.3%","1.4%","0.7%","0.3%","0.0%","0.4%","0.1%","0.3%","0.0%","N","N","N","N","2.2%","2.7%","1.3%","0.4%","0.3%","0.2%","","907,135","72.4%","23.1%","1.0%","3.8%","0.0%","2.5%","","907,135","8.4%","3.3%","2.7%","0.3%","2.1%","91.6%","65.0%","20.9%","0.2%","3.3%","0.0%","0.1%","2.1%","0.1%","2.0%","409,779"
"    2010 Estimate","","899,769","48.5%","51.5%","6.2%","6.2%","6.3%","7.5%","6.9%","12.3%","12.9%","14.8%","6.7%","5.7%","8.1%","4.5%","1.8%","38.8","77.1%","72.1%","17.5%","14.4%","693,700","47.7%","52.3%","129,470","43.8%","56.2%","","899,769","97.4%","2.6%","97.4%","70.7%","21.3%","0.3%","N","N","N","N","3.1%","1.3%","0.8%","0.4%","0.1%","0.1%","0.1%","0.4%","0.1%","N","N","N","N","2.0%","2.6%","0.9%","0.4%","0.5%","0.2%","","899,769","72.8%","22.6%","1.0%","3.7%","0.2%","2.4%","","899,769","8.2%","3.2%","2.4%","0.3%","2.3%","91.8%","65.3%","21.1%","0.2%","3.0%","0.1%","0.1%","1.9%","0.1%","1.8%","406,489"
"    2011 - 2010 Statistical Significance","","c","","","*","","","*","","*","*","","","*","*","","","","*","*","*","*","*","","","*","","","","c","","","","","","","","","","","*","","","","","*","","","*","","","","","","","*","","","","","c","","*","","*","*","","","c","c","","","","","c","*","","","*","*","","","","","*"
"    2009 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2009 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2008 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2008 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2007 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2007 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"District of Columbia","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2011 Estimate","","617,996","47.3%","52.7%","5.9%","4.3%","4.2%","6.6%","9.7%","21.6%","13.4%","12.2%","5.7%","5.1%","6.1%","3.5%","1.7%","33.4","82.9%","76.7%","14.2%","11.3%","512,516","46.6%","53.4%","69,738","39.9%","60.1%","","617,996","97.9%","2.1%","97.9%","39.9%","50.1%","0.3%","N","N","N","N","3.6%","0.9%","0.8%","0.4%","0.2%","0.4%","0.3%","0.6%","0.0%","N","N","N","N","4.0%","2.1%","0.6%","0.1%","0.7%","0.1%","","617,996","41.6%","51.2%","0.8%","4.4%","0.1%","4.2%","","617,996","9.5%","1.4%","0.4%","0.2%","7.5%","90.5%","35.2%","49.5%","0.2%","3.6%","0.0%","0.2%","1.7%","0.0%","1.7%","298,908"
"    2010 Estimate","","604,453","47.3%","52.7%","5.4%","4.5%","4.0%","7.1%","10.1%","20.9%","13.5%","12.5%","5.4%","5.2%","6.2%","3.5%","1.8%","33.9","83.2%","77.0%","14.4%","11.5%","503,186","46.5%","53.5%","69,427","39.9%","60.1%","","604,453","98.0%","2.0%","98.0%","40.2%","51.2%","0.3%","N","N","N","N","3.6%","0.8%","1.1%","0.4%","0.2%","0.5%","0.2%","0.4%","0.0%","N","N","N","N","2.8%","2.0%","0.4%","0.2%","0.5%","0.2%","","604,453","41.6%","52.2%","0.9%","4.3%","0.1%","3.1%","","604,453","9.1%","1.5%","0.6%","0.4%","6.6%","90.9%","34.8%","50.5%","0.2%","3.6%","0.0%","0.1%","1.7%","0.2%","1.5%","296,836"
"    2011 - 2010 Statistical Significance","","c","","","*","","","","","*","","*","","","","","","*","*","","","*","*","","","","","","","c","","","","","*","","","","","","","","","","","","","","","","","","","*","","","","","","","c","","*","","","","*","","c","c","","","","*","c","*","*","","","","","","*","","*"
"    2009 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2009 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2008 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2008 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2007 Estimate","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)"
"    2011 - 2007 Statistical Significance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Florida","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    2011 Estimate","","19,057,542","48.9%","51.1%","5.6%","5.7%","5.9%","6.4%","6.7%","12.2%","12.6%","14.4%","6.6%","6.2%","9.3%","5.9%","2.4%","41.1","79.0%","74.8%","21.3%","17.6%","15,062,592","48.3%","51.7%","3,359,395","44.5%","55.5%","","19,057,542","97.8%","2.2%","97.8%","76.3%","16.0%","0.3%","0.0%","0.0%","0.0%","0.0%","2.4%","0.7%","0.4%","0.4%","0.1%","0.1%","0.4%","0.3%","0.1%","0.0%","0.0%","0.0%","0.0%","2.7%","2.2%","0.7%","0.3%","0.4%","0.1%","","19,057,542","78.1%","17.0%","0.8%","3.1%","0.2%","3.2%","","19,057,542","22.9%","3.4%","4.6%","6.9%","7.9%","77.1%","57.3%","15.3%","0.2%","2.4%","0.1%","0.2%","1.6%","0.1%","1.5%","9,027,271"
